division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
minimumweight,451052,2013-09-11,WBA World minimumweight title ,676193,381116,MD,"Bodymaker Colosseum, Osaka, Osaka",Ryo Miyazaki,Jesus Silvestre,W
super flyweight,241980,2013-09-03,interim WBA World super flyweight title ,676797,42257,SD,"Suranaree University of Technology, Nakhon Ratchasima",Sutep Wangmuk,Nobuo Nashiro,W
super middleweight,100613,2013-08-24,interim WBA World super middleweight title Barboza down in rd 7 and for the count on one knee in rd 10,673616,214255,KO,"Donbass Arena, Donetsk",Stanislav Kashtanov,Jaime Barboza,W
featherweight,457150,2013-08-23,interim WBA World featherweight title Marrero down in 6th rd.,674476,546653,UD,"Turning Stone Resort & Casino, Verona, New York",Claudio Marrero,Jesus Andres Cuellar,L
super bantamweight,281534,2013-08-10,interim WBA World super bantamweight title ,673638,455293,SD,"Megapolis Convention Center, Panama City",Oscar Escandon,Nehomar Cermeno,L
flyweight,103256,2013-08-01,interim WBA World flyweight title Porpramook floored in the twelfth round.,674324,465244,UD,Bangkok,Koki Eto,Suriyan Satorn,W
welterweight,460173,2013-07-27,interim WBA World welterweight title Chavez down in 9th &amp; 10th rds.,670536,426053,KO,"AT&T Center, San Antonio, Texas",Keith Thurman,Diego Gabriel Chaves,W
bantamweight,434017,2013-07-23,WBA World bantamweight title Apolinario down in 10th and 12th.,672111,228103,UD,"Tokyo Big Sight, Tokyo",Koki Kameda,John Mark Apolinario,W
super lightweight,14349,2013-07-13,WBA World super lightweight title International Boxing Organization World super lightweight title ,668771,387379,TKO,"Salle des Étoiles, Monte Carlo",Khabib Allakhverdiev,Souleymane M'baye,W
middleweight,76117,2013-06-29,International Boxing Organization World middleweight title WBA World middleweight title Macklin cut over rt. eye in 2nd rd.,669605,356831,KO,"MGM Grand at Foxwoods Resort, Mashantucket, Connecticut",Gennady Golovkin,Matthew Macklin,W
welterweight,455859,2013-06-22,WBA World welterweight title ,666518,52984,SD,"Barclays Center, Brooklyn, New York",Paul Malignaggi,Adrien Broner,L
flyweight,450760,2013-06-22,WBA World flyweight title Lara down twice in the 6th round &amp; down 3 times in the 8th round,672280,250030,TKO,"Estadio Deportistas Alvearenses, General Alvear, Mendoza",Juan Carlos Reveco,Ulises Lara,W
super welterweight,288697,2013-06-08,interim WBA World super welterweight title Lara down in rounds four and nine,666653,457231,TKO,"Home Depot Center, Carson, California",Erislandy Lara,Alfredo Angulo,W
lightweight,484828,2013-06-08,interim WBA World lightweight title ,668283,391770,UD,"Bell Centre, Montreal, Quebec",Yuriorkis Gamboa,Darleys Perez,W
super middleweight,16951,2013-05-25,IBF World super middleweight title WBA World super middleweight title ,664548,97570,UD,"O2 Arena (Millenium Dome), Greenwich, London",Carl Froch,Mikkel Kessler,W
heavyweight,377928,2013-05-17,WBA World heavyweight title Andrzej Wawrzyk down 1:16 of round 2; 1:54 and 2:23 of round 3; RSC.,666198,318081,TKO,"Crocus City Hall, Myakinino",Alexander Povetkin,Andrzej Wawrzyk,W
light flyweight,98115,2013-05-08,WBA World light flyweight title Wisanu down once in 9th.,668446,483786,KO,"Bodymaker Colosseum, Osaka, Osaka",Kazuto Ioka,Wisanu Kokietgym,W
super flyweight,171513,2013-05-06,WBA World super flyweight title Solis down in 2nd. Kono down in 8th.,667166,121227,MD,"Ota-City General Gymnasium, Tokyo",Liborio Solis,Kohei Kono,W
flyweight,251582,2013-04-26,interim WBA World flyweight title ,669335,103256,TKO,Khon Kaen,Suriyan Satorn,Jean Piero Perez,W
super welterweight,348759,2013-04-20,WBC World super welterweight title WBA World super welterweight title Trout down in 7th rd.,666452,328611,UD,"Alamodome, San Antonio, Texas",Austin Trout,Saul Alvarez,L
featherweight,488041,2013-04-19,"interim WBA World featherweight title Fortuna loses title  on the scales, belt on the line for Zamudio only.
Zamudio down twice in first round.",664525,494223,KO,"Tropicana Hotel & Casino, Atlantic City, New Jersey",Javier Fortuna,Miguel Zamudio,W
bantamweight,270911,2013-04-07,WBA World bantamweight title ,665556,228103,SD,"Bodymaker Colosseum, Osaka, Osaka",Koki Kameda,Boonsom Lamsiri,W
middleweight,24450,2013-03-30,WBA World middleweight title International Boxing Organization World middleweight title ,664539,356831,KO,"Salle des Étoiles, Monte Carlo",Gennady Golovkin,Nobuhiro Ishida,W
bantamweight,434017,2013-03-16,interim WBA World bantamweight title ,663694,35837,SD,"Megapolis Convention Center, Panama City",Roberto Vasquez,John Mark Apolinario,D
light flyweight,353434,2013-03-16,interim WBA World light flyweight title ,664524,58664,UD,"Coliseo Miguel Grau, Callao",Alberto Rossel,Walter Tello,W
lightweight,447793,2013-03-02,WBA World lightweight title Abril cut over left eye in 4th rd.and rt. eye in 6th rd from accidental head butts,661813,343110,UD,"Hard Rock Hotel and Casino, The Joint, Las Vegas, Nevada",Richar Abril,Sharif Bogere,W
flyweight,316920,2013-02-27,WBA World flyweight title ,663026,250030,UD,"Todoroki Arena, Kawasaki, Kanagawa",Juan Carlos Reveco,Masayuki Kuroda,W
super featherweight,330446,2012-12-31,WBA World super featherweight title ,656759,323521,TKO,"Ota-City General Gymnasium, Tokyo",Takashi Uchiyama,Bryan Vasquez,W
minimumweight,67384,2012-12-31,vacant WBA World minimumweight title ,656703,381116,SD,"Bodymaker Colosseum, Osaka, Osaka",Ryo Miyazaki,Pornsawan Porpramook,W
cruiserweight,389896,2012-12-17,WBA World cruiserweight title ,655838,34020,KO,"Crocus City Hall, Myakinino",Denis Lebedev,Santander Silgado,W
super middleweight,16951,2012-12-08,WBA World super middleweight title ,654140,14880,TKO,"BOXEN, Herning",Brian Magee,Mikkel Kessler,L
super featherweight,272879,2012-12-08,interim WBA World super featherweight title ,653447,391770,UD,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Yuriorkis Gamboa,Michael Farenas,W
featherweight,378635,2012-12-08,"vacant WBA World featherweight title Prescott was knocked down in the 4th, 5th and 7th round.",657907,462974,TKO,"National Indoor Centre, Kingston",Nicholas Walters,Daulis Prescott,W
bantamweight,380401,2012-12-04,WBA World bantamweight title ,655833,228103,SD,"Bodymaker Colosseum, Osaka, Osaka",Koki Kameda,Hugo Ruiz,W
super welterweight,33535,2012-12-01,WBA World super welterweight title ,652185,328611,UD,"Madison Square Garden, New York, New York",Austin Trout,Miguel Cotto,W
super lightweight,58717,2012-11-30,"vacant WBA World super lightweight title International Boxing Organization World super lightweight title Guzman down in 3rd rd.
Guzman injured his left knee in 8th rd from accidental foul and decision went to the scorecards",655511,387379,TD,"BB&t Center, Sunrise, Florida",Khabib Allakhverdiev,Joan Guzman,W
super bantamweight,213913,2012-11-24,interim WBA World super bantamweight title Munroe down twice from body shots in the 6th round.,653431,391424,TKO,"Manchester Arena (formerly M.E.N Arena), Manchester, Lancashire",Scott Quigg,Rendall Munroe,W
super middleweight,396879,2012-11-10,interim WBA World super middleweight title ,653078,214255,SD,"Sport Palace “Druzhba”, Donetsk",Stanislav Kashtanov,Server Emurlaiev,W
flyweight,351182,2012-11-10,interim WBA World flyweight title ,655502,250030,UD,"Polideportivo Municipal, Malargüe, Mendoza",Juan Carlos Reveco,Julian Rivera,W
bantamweight,434017,2012-11-03,interim WBA World bantamweight title ,650133,35837,MD,"Club La Unión, Colon, Entre Rios",Roberto Vasquez,John Mark Apolinario,D
minimumweight,464156,2012-10-06,interim WBA World minimumweight title ,652701,451052,TKO,"El Palenque de la Feria, Tepic, Nayarit",Jesus Silvestre,Takuya Mitamura,W
heavyweight,6070,2012-09-29,WBA World heavyweight title ,649483,318081,TKO,"Sporthalle, Alsterdorf, Hamburg",Alexander Povetkin,Hasim Rahman,W
welterweight,35834,2012-09-22,interim WBA World welterweight title Miranda down in the 2nd round,649106,460173,TKO,"Estadio Luna Park, Buenos Aires, Distrito Federal",Diego Gabriel Chaves,Jose Miranda,W
middleweight,301164,2012-09-01,"WBA World middleweight title International Boxing Organization World middleweight title Proksa down in rds 1, 4 &amp; 5",645184,356831,TKO,"Turning Stone Resort & Casino, Verona, New York",Gennady Golovkin,Grzegorz Proksa,W
super flyweight,241980,2012-09-01,WBA World super flyweight title ,648661,454891,MD,"Sumiyoshi SportsCenter, Osaka, Osaka",Panthep Mullipoom,Nobuo Nashiro,W
light flyweight,487682,2012-08-18,interim WBA World light flyweight title ,647920,58664,UD,"Coliseo Miguel Grau, Callao",Alberto Rossel,Karluis Diaz,W
welterweight,80099,2012-07-21,interim WBA World welterweight title El Massoudi down twice in the 2nd round,647792,460173,KO,"Sociedad Alemana de Gimnasia de Villa Ballester, Jose Leon Suarez, Buenos Aires",Diego Gabriel Chaves,Ismael El Massoudi,W
super lightweight,352193,2012-07-21,interim WBA World super lightweight title Accidental head clash,645679,294852,TD,"Oasis Hotel Complex, Cancun, Quintana Roo",Johan Perez,Pablo Cesar Cano,L
super featherweight,7936,2012-07-21,interim WBA World super featherweight title Lacierva down twice in rd 9 from body shots,646030,330446,TKO,"Auditorio Municipal, Tijuana, Baja California",Bryan Vasquez,Jorge Lacierva,W
super featherweight,272879,2012-07-16,WBA World super featherweight title ,642412,323521,TD,"Winghat, Kasukabe, Saitama",Takashi Uchiyama,Michael Farenas,D
minimumweight,451052,2012-07-14,interim WBA World minimumweight title Silvestre deducted 1 point in rd 7 for hitting after the bell.,645298,44486,UD,"El Palenque de la Feria, Tepic, Nayarit",Edwin Diaz,Jesus Silvestre,L
bantamweight,490685,2012-07-07,interim WBA World bantamweight title ,645297,380401,KO,"Estadio de Beisbol Arturo C. Nahl, La Paz, Baja California Sur",Hugo Ruiz,Jean Sampson,W
minimumweight,296008,2012-06-20,WBC World minimumweight title WBA World minimumweight title ,640976,483786,UD,"Bodymaker Colosseum, Osaka, Osaka",Kazuto Ioka,Akira Yaegashi,W
super bantamweight,213913,2012-06-16,interim WBA World super bantamweight title Munroe badly cut above the right eye from an accidental head clash (nine stitches).,640633,391424,TD,"Velodrome, Manchester, Lancashire",Scott Quigg,Rendall Munroe,D
super welterweight,59557,2012-06-02,WBA World super welterweight title ,638723,328611,UD,"Home Depot Center, Carson, California",Austin Trout,Delvin Rodriguez,W
light heavyweight,41078,2012-06-02,WBA World light heavyweight title International Boxing Association light heavyweight title ,643089,427368,UD,"Hard Rock Hotel and Casino, Las Vegas, Nevada",Beibut Shumenov,Enrique Ornelas,W
flyweight,374654,2012-05-11,interim WBA World flyweight title ,640747,250030,UD,"Super Domo Orfeo, Cordoba, Cordoba",Juan Carlos Reveco,Karim Guerfi,W
welterweight,52984,2012-04-29,WBA World welterweight title ,637908,121754,TKO,"Donbass Arena, Donetsk",Vyacheslav Senchenko,Paul Malignaggi,L
light flyweight,388345,2012-04-28,WBA World light flyweight title Count waived; Garcia down twice in rd 4,641070,319725,KO,"Fairplex, Pomona, California",Roman Gonzalez,Ramon Garcia Hirales,W
super flyweight,249155,2012-04-28,interim WBA World super flyweight title ,639600,121227,UD,"Coliseo El Limon, Maracay",Liborio Solis,Santiago Ivan Acosta,W
super middleweight,264450,2012-04-21,WBA World super middleweight title ,637909,213976,TKO,"Sport and Congress Center, Schwerin, Mecklenburg-Vorpommern",Dimitri Sartison,Karoly Balzsay,L
lightweight,343110,2012-04-14,"vacant WBA World lightweight title Ríos overweight, title  on line only for Abril",637652,263037,SD,"Mandalay Bay Hotel & Casino, Events Center, Las Vegas, Nevada",Brandon Rios,Richar Abril,W
light flyweight,58664,2012-04-14,interim WBA World light flyweight title ,637117,389938,UD,"Coliseo Dibos Dammert, Lima",Jose Alfredo Rodriguez,Alberto Rossel,L
super flyweight,241940,2012-04-04,WBA World super flyweight title ,636850,454891,TKO,"Arena, Yokohama, Kanagawa",Panthep Mullipoom,Tomonobu Shimizu,W
cruiserweight,425178,2012-04-04,interim WBA World cruiserweight title ,638548,34020,KO,"Crocus City Hall, Myakinino",Denis Lebedev,Shawn Cox,W
bantamweight,512058,2012-03-31,"interim WBA World bantamweight title Parejo down once in rounds 2, 7 and 8.",638108,380401,TKO,"Gimnasio Auditorio, Los Cabos, Baja California Sur",Hugo Ruiz,Yonfrez Parejo,W
heavyweight,280342,2012-02-25,WBA World heavyweight title ,633830,318081,MD,"Porsche-Arena, Stuttgart, Baden-Württemberg",Alexander Povetkin,Marco Huck,W
super middleweight,9181,2012-02-18,interim WBA World super middleweight title ,635370,14880,KO,"Brondby Hallen, Brondby",Brian Magee,Rudy Markussen,W
super bantamweight,492989,2012-01-20,WBA World super bantamweight title Body shot; Ramos down once each in rds 1 &amp; 6,633718,447374,KO,"Palms Casino and Resort, Pearl Theater, Las Vegas, Nevada",Rico Ramos,Guillermo Rigondeaux,L
super featherweight,72616,2011-12-31,WBA World super featherweight title ,630193,323521,TKO,"Bunka Gym, Yokohama, Kanagawa",Takashi Uchiyama,Jorge Solis,W
super lightweight,294852,2011-12-10,interim WBA World super lightweight title ,631276,388971,TKO,"El Palenque de la Feria, Tepic, Nayarit",Fernando Castaneda,Johan Perez,L
middleweight,137062,2011-12-09,WBA World middleweight title vacant International Boxing Organization World middleweight title ,627848,356831,KO,"Ballsaal Interconti-Hotel, Düsseldorf, Nordrhein-Westfalen",Gennady Golovkin,Lajuan Simon,W
super flyweight,345340,2011-12-07,WBA World super flyweight title ,628914,454891,UD,"Prefectural Gymnasium, Osaka, Osaka",Panthep Mullipoom,Daiki Kameda,W
heavyweight,17739,2011-12-03,WBA World heavyweight title ,629266,318081,KO,"Hartwall Arena, Helsinki",Alexander Povetkin,Cedric Boswell,W
lightweight,213216,2011-12-03,"vacant WBA World lightweight title Ríos overweight, vacant title  on line only for Murray; Murray deducted a point in rd 7 for low blows",625107,263037,TKO,"Madison Square Garden, New York, New York",Brandon Rios,John Murray,W
light flyweight,263489,2011-11-19,interim WBA World light flyweight title Sasiprapa deducted 1 point for low blows in rds 1 &amp; 7. Rodriguez deducted 1 point for low blow in rd 6.,628689,389938,SD,"Gimnasio German Evers, Mazatlan, Sinaloa",Jose Alfredo Rodriguez,Nethra Sasiprapa,W
super welterweight,204630,2011-11-11,WBA World super welterweight title LoPorto down in rd 1,629467,328611,TKO,"Cohen Stadium, El Paso, Texas",Austin Trout,Frank LoPorto,W
minimumweight,514618,2011-11-07,interim WBA World minimumweight title ,628790,451052,UD,"Bung Nongkhai, Nong Khai",Jesus Silvestre,Pai Pharob,L
cruiserweight,241087,2011-11-05,WBA World cruiserweight title ,627823,7532,TKO,"Seminole Hard Rock Hotel and Casino, Hollywood, Florida",Guillermo Jones,Michael Marrone,W
cruiserweight,1437,2011-11-04,interim WBA World cruiserweight title ,627048,34020,UD,"Khodynka Ice Palace, Moscow",Denis Lebedev,James Toney,W
super featherweight,282553,2011-11-03,interim WBA World super featherweight title ,627886,330446,UD,"Pepper's Night Club, Zapote",Bryan Vasquez,Santos Benavides,W
flyweight,352728,2011-10-29,WBA World flyweight title Concepción down three times,627131,335088,TKO,"Centro de Usos Multiples, Hermosillo, Sonora",Hernan Marquez,Luis Concepcion,W
minimumweight,67384,2011-10-24,WBA World minimumweight title ,626034,296008,TKO,"Korakuen Hall, Tokyo",Akira Yaegashi,Pornsawan Porpramook,W
super lightweight,292199,2011-10-22,interim WBA World super lightweight title ,627704,323278,MD,"Arena Roberto Duran, Panama City",Alberto Mosquera,Brunet Zamora,D
super welterweight,122441,2011-10-19,interim WBA World super welterweight title ,626274,14646,UD,"Entertainment Centre, Newcastle, New South Wales",Anthony Mundine,Rigoberto Alvarez,W
featherweight,244423,2011-10-14,WBA World featherweight title ,626823,15122,UD,"Estadio Luna Park, Buenos Aires, Distrito Federal",Celestino Caballero,Jonathan Victor Barros,W
light flyweight,54180,2011-10-01,WBA World light flyweight title Soto overweight,625154,319725,KO,"Marquee Ballroom, MGM Grand, Las Vegas, Nevada",Roman Gonzalez,Omar Soto,W
super lightweight,22610,2011-09-23,WBA World super lightweight title Petrov down once in the 1st round &amp; down twice in the 4th round,627340,257790,KO,"Sociedad Alemana de Gimnasia de Villa Ballester, Jose Leon Suarez, Buenos Aires",Marcos Maidana,Petr Petrov,W
super flyweight,17085,2011-08-31,WBA World super flyweight title ,624045,241940,SD,"Nippon Budokan, Tokyo",Tomonobu Shimizu,Hugo Fidel Cazares,W
heavyweight,24358,2011-08-27,vacant WBA World heavyweight title ,623247,318081,UD,"Messehalle, Erfurt, Thüringen",Alexander Povetkin,Ruslan Chagaev,W
super middleweight,264450,2011-08-26,vacant WBA World super middleweight title ,618248,214255,SD,"Donbass Arena, Donetsk",Stanislav Kashtanov,Karoly Balzsay,L
minimumweight,94951,2011-08-13,interim WBA World minimumweight title Palacios loses title  on the scales; title  at stake for Torres only; Palacios lost 1 point for low blows in rd 6; Torres down three times in rd 9,625020,45734,TKO,"Centro Internacional Acapulco, Acapulco, Guerrero",Juan Palacios,Armando Torres,W
minimumweight,67384,2011-07-30,WBA World minimumweight title ,623973,16905,MD,"Indosiar Studio, Jakarta",Muhammad Rachman,Pornsawan Porpramook,L
super middleweight,14880,2011-07-30,interim WBA World super middleweight title ,622438,100613,UD,"Gimnasio Nacional, San Jose",Jaime Barboza,Brian Magee,L
light heavyweight,15394,2011-07-29,WBA World light heavyweight title International Boxing Association light heavyweight title ,623339,427368,TKO,"South Point Hotel Casino, Las Vegas, Nevada",Beibut Shumenov,Danny Santiago,W
light flyweight,156921,2011-07-16,WBA World light flyweight title Salado down twice in Rd 1; once again in Rd 7,622326,319725,TKO,"Plaza de Toros, Cancun, Quintana Roo",Roman Gonzalez,Omar Salado,W
welterweight,80099,2011-07-14,interim WBA World welterweight title Injury.,623886,14349,TKO,"Place Jamaâ El Fna, Marrakech",Souleymane M'baye,Ismael El Massoudi,L
lightweight,64950,2011-07-09,WBA World lightweight title Antillon down twice in rd 3,618624,263037,KO,"Home Depot Center, Carson, California",Brandon Rios,Urbano Antillon,W
super bantamweight,447374,2011-07-09,WBA World super bantamweight title ,620919,228966,KO,"Boardwalk Hall, Atlantic City, New Jersey",Akifumi Shimoda,Rico Ramos,L
super flyweight,388981,2011-07-09,WBA World super flyweight title Count waived; Badillo down 3 times in round 3.,621672,17085,KO,"Lobo Dome, Mazatlan, Sinaloa",Hugo Fidel Cazares,Arturo Badillo,W
featherweight,15122,2011-07-02,WBA World featherweight title Barros down in the 1st and 9th rounds.,619877,244423,SD,"Polideportivo La Colonia, Junin, Mendoza",Jonathan Victor Barros,Celestino Caballero,W
flyweight,329152,2011-07-02,WBA World flyweight title Dapudong down once in Round 3.,619704,335088,TKO,"Centro de Usos Multiples, Hermosillo, Sonora",Hernan Marquez,Edrin Dapudong,W
middleweight,19911,2011-06-17,WBA World middleweight title ,619664,356831,TKO,"Arena Roberto Duran, Panama City",Gennady Golovkin,Kassim Ouma,W
super welterweight,42862,2011-06-11,WBA World super welterweight title Lopez down in round 11,619701,328611,UD,"Auditorio Miguel Barragan, San Luis Potosi, San Luis Potosí",Austin Trout,David Alonso Lopez,W
flyweight,251582,2011-06-10,interim WBA World flyweight title ,620171,250030,KO,"Polideportivo Vicente Polimeni, Las Heras, Mendoza",Juan Carlos Reveco,Jean Piero Perez,W
minimumweight,45734,2011-05-21,interim WBA World minimumweight title ,618960,184158,UD,"San Martín Texmelucan de Labastida, Puebla",Sammy Gutierrez,Juan Palacios,L
bantamweight,36599,2011-05-14,"interim WBA World bantamweight title Ruiz down in rounds 3 &amp; 8, Arce down in rounds 5 &amp; 11 and deducted a point in round 10",620107,380401,UD,"Polideportivo Centenario, Los Mochis, Sinaloa",Hugo Ruiz,Francisco Arce,W
bantamweight,265244,2011-05-07,WBA World bantamweight title Diaz down once in the 8th.,617890,228103,RTD,"Prefectural Gymnasium, Osaka, Osaka",Koki Kameda,Daniel Diaz,W
super flyweight,454891,2011-05-01,interim WBA World super flyweight title Francisco down once in Round 3.,618057,319875,UD,"Benjamatheputid School, Petchaburi",Drian Francisco,Panthep Mullipoom,L
minimumweight,16905,2011-04-19,WBA World minimumweight title ,618201,356479,KO,"Krungthep Thonburi University, Bangkok",Ekavit Songnui,Muhammad Rachman,L
super lightweight,298487,2011-04-16,WBA World super lightweight title McCloskey cut by the left eye (seven stitches) following accidental clash in the 6th round and the bout is waved off after a doctors inspection.,614057,314558,TD,"M.E.N. Arena, Manchester, Lancashire",Amir Khan,Paul McCloskey,W
middleweight,89031,2011-04-02,interim WBA World middleweight title N'Jikam down once in rd 5,615682,294764,UD,"La Palestre, Le Cannet, Alpes-Maritimes",Hassan N'Dam N'Jikam,Giovanni Lorenzo,W
flyweight,335088,2011-04-02,WBA World flyweight title Marquez and Concepcion were knocked down in the 1st round.- Concepcion dropped in the 3rd and 10th round.-,615781,352728,TKO,"Arena Roberto Duran, Panama City",Luis Concepcion,Hernan Marquez,L
super bantamweight,467291,2011-03-19,interim WBA World super bantamweight title Casey down three times.,613547,492989,TKO,"City West Hotel, Dublin",Guillermo Rigondeaux,Willie Casey,W
light flyweight,108843,2011-03-19,WBA World light flyweight title ,615117,319725,UD,"Plaza San Diego, San Pedro Cholula, Puebla",Roman Gonzalez,Manuel Vargas,W
featherweight,140100,2011-03-12,WBA World featherweight title ,616060,244423,UD,"Polideportivo La Colonia, Junin, Mendoza",Jonathan Victor Barros,Miguel Roman,W
lightweight,36195,2011-02-26,"WBA World lightweight title Acosta down once in rounds six, eight and ten",613276,263037,TKO,"Palms Casino Resort, Las Vegas, Nevada",Brandon Rios,Miguel Acosta,W
cruiserweight,160066,2011-02-12,interim WBA World cruiserweight title Herelius down twice in the seventh round,614543,324252,KO,"RWE Rhein-Ruhr Sporthalle, Muelheim, Nordrhein-Westfalen",Yoan Pablo Hernandez,Steve Herelius,W
super welterweight,328611,2011-02-05,vacant WBA World super welterweight title ,614234,122441,UD,"Arena Coliseo, Guadalajara, Jalisco",Rigoberto Alvarez,Austin Trout,L
super featherweight,202465,2011-01-31,WBA World super featherweight title Uchiyama down once in the 3rd.,613051,323521,RTD,"Ariake Colosseum, Tokyo",Takashi Uchiyama,Takashi Miura,W
flyweight,442745,2011-01-29,interim WBA World flyweight title ,613721,251582,UD,"Arena Coliseo, Guadalajara, Jalisco",Jean Piero Perez,Jesus Jimenez,W
bantamweight,62241,2011-01-22,"interim WBA World bantamweight title Pérez deducted a point in round nine
Fight stopped after Ruiz was cut by an accidental head-butt",611848,380401,TD,"Arena Neza, Ciudad Nezahualcoyotl, México",Hugo Ruiz,Alvaro Perez,W
light heavyweight,4995,2011-01-08,WBA World light heavyweight title International Boxing Association light heavyweight title Joppy down in the 5th round.,612327,427368,KO,"Sport Palace, Shymkent",Beibut Shumenov,William Joppy,W
bantamweight,25647,2010-12-26,vacant WBA World bantamweight title Munoz down in the final round.,610218,228103,UD,"Super Arena, Saitama, Saitama",Koki Kameda,Alexander Munoz,W
super flyweight,251494,2010-12-23,WBA World super flyweight title ,610606,17085,UD,"Prefectural Gymnasium, Osaka, Osaka",Hugo Fidel Cazares,Hiroyuki Hisataka,W
middleweight,268127,2010-12-16,WBA World middleweight title ,609714,356831,KO,"Sport Complex “Daulet”, Astana",Gennady Golovkin,Nilson Julio Tapia,W
super lightweight,257790,2010-12-11,WBA World super lightweight title Maidana down in Round 1.  Maidana penalized one point in Round 5 for throwing an elbow.,607338,314558,UD,"Mandalay Bay Hotel & Casino, Mandalay Bay Events Center, Las Vegas, Nevada",Amir Khan,Marcos Maidana,W
featherweight,268448,2010-12-04,vacant WBA World featherweight title ,609519,244423,TKO,"Polideportivo Vicente Polimeni, Las Heras, Mendoza",Jonathan Victor Barros,Irving Berry,W
super flyweight,319875,2010-11-30,"interim WBA World super flyweight title Duangpetch deducted a point in Round 6 for a low blow and was down twice in Round 6 following the point deduction, Duangpetch also down once in Round 10.",608838,76961,TKO,"Bueng Kan School, Bueng Kan, Nong Khai",Duangpetch Kokietgym,Drian Francisco,L
heavyweight,44026,2010-11-13,WBA World heavyweight title Harrison down once in the 3rd round before the referee stopped bout.,605819,155774,TKO,"M.E.N. Arena, Manchester, Lancashire",David Haye,Audley Harrison,W
super bantamweight,37322,2010-11-13,"interim WBA World super bantamweight title Cordoba down once in the fourth, Rigondeaux down once in the sixth round",605748,492989,SD,"Cowboys Stadium, Arlington, Texas",Guillermo Rigondeaux,Ricardo Cordoba,W
minimumweight,76620,2010-11-05,vacant WBA World minimumweight title ,609523,356479,SD,"Phranakhon Rajabhat University, Bangkok",Ekavit Songnui,Vicha Phulaikaw,W
middleweight,238446,2010-10-30,interim WBA World middleweight title ,607393,294764,UD,"Palais des Sports Porte de Versailles, Paris XV, Paris",Hassan N'Dam N'Jikam,Avtandil Khurtsidze,W
light flyweight,75090,2010-10-24,interim WBA World light flyweight title Rosas down three times.,604174,319725,KO,"Kokugikan, Tokyo",Roman Gonzalez,Francisco Rosas,W
minimumweight,487447,2010-10-23,interim WBA World minimumweight title Carrillo down once shortly before the TKO.,607306,184158,TKO,"Gimnasio San Damián, San Martín Texmelucan de Labastida, Puebla",Sammy Gutierrez,Luis Carrillo,W
super welterweight,24450,2010-10-09,interim WBA World super welterweight title Ishida down in the 7th.,607796,122441,SD,"Mesón de los Deportes, Tepic, Nayarit",Rigoberto Alvarez,Nobuhiro Ishida,W
super flyweight,58664,2010-10-09,"WBA World super flyweight title Rossel was down once in the fourth, took a knee in the seventh and was down once in the ninth round.",605168,17085,TKO,"Centro de Convenciones, Tlalnepantla, México",Hugo Fidel Cazares,Alberto Rossel,W
super bantamweight,69288,2010-10-02,WBA World super bantamweight title ,604516,326078,UD,"Korakuen Hall, Tokyo",Ryol Li Lee,Prakorb Udomna,W
flyweight,42257,2010-10-02,interim WBA World flyweight title Kaovichit was knocked down three times in 1st round.-,603535,352728,TKO,"Arena Roberto Duran, Panama City",Luis Concepcion,Sutep Wangmuk,W
flyweight,15313,2010-09-25,WBA World flyweight title ,601631,345340,UD,"Tokyo Big Sight, Tokyo",Daiki Kameda,Takefumi Sakata,W
super featherweight,244028,2010-09-20,WBA World super featherweight title Mukhlis down once in the 5th.,603623,323521,TKO,"Super Arena, Saitama, Saitama",Takashi Uchiyama,Roy Mukhlis,W
super featherweight,421102,2010-09-04,interim WBA World super featherweight title Cordero down once in each of rounds one and four,603890,72616,TKO,"Coliseo Olimpico de la UG, Guadalajara, Jalisco",Jorge Solis,Francisco Cordero,W
welterweight,251420,2010-08-30,WBA World welterweight title ,600128,121754,UD,"Lenin Square, Donetsk",Vyacheslav Senchenko,Charlie Navarro,W
super lightweight,19266,2010-08-28,interim WBA World super lightweight title Corley down in the 7th round,603417,257790,UD,"Estadio Luna Park, Buenos Aires, Distrito Federal",Marcos Maidana,DeMarcus Corley,W
bantamweight,281534,2010-08-14,WBA World bantamweight title ,600494,97557,SD,"Arena Roberto Duran, Panama City",Anselmo Moreno,Nehomar Cermeno,W
super middleweight,18807,2010-07-31,WBA World super middleweight title Gevor deducted a point in the sixth round,602712,213976,UD,"O2 World, Altona, Hamburg",Dimitri Sartison,Khoren Gevor,W
light heavyweight,283794,2010-07-23,WBA World light heavyweight title International Boxing Association light heavyweight title Shumenov down once in the first round; Uzelkov down once in round three,601406,427368,UD,"Tachi Palace Hotel & Casino, Lemoore, California",Beibut Shumenov,Vyacheslav Uzelkov,W
light flyweight,94951,2010-07-17,interim WBA World light flyweight title Torres down in the 3rd &amp; 5th rounds,603038,250030,TKO,"Polideportivo Vicente Polimeni, Las Heras, Mendoza",Juan Carlos Reveco,Armando Torres,W
cruiserweight,160066,2010-07-03,interim WBA World cruiserweight title Herelius deducted a point in the tenth round,600155,14587,RTD,"Porsche-Arena, Stuttgart, Baden-Württemberg",Firat Arslan,Steve Herelius,L
super flyweight,7430,2010-07-03,WBA World super flyweight title Morales down in round 7,600651,17085,TKO,"Centro de Convenciones, Tlalnepantla, México",Hugo Fidel Cazares,Everardo Morales,W
